keyword,score,category
酒店位置非常便利，步行/Foreign,0.174878785,
分?到海?，周?吃?的地方?多。?机?可以坐/Foreign,0.174878785,
位置非常便利/Foreign,0.174878785,
、大巴或者地?到酒店。酒店也?干?，性价比?高。推?入住。/Foreign,0.174878785,
307/Number,0.174878785,
"~,/Punctuation",0.17487111,
間房，每間房都?舒適。/Foreign,0.174870891,
這次訂了/Foreign,0.174870891,
號出口，出口旁有電梯，大型行李不用走樓梯，走/Foreign,0.174870891,
有免費早餐，早餐比較簡單，但不要太遲去食，因坐位不多。/Foreign,0.174870891,
地理位置方便，凡內谷站/Foreign,0.174870891,
分鐘便是酒店。/Foreign,0.174870891,
立地?件の良さは釜山一でしょう。/Foreign,0.174830613,
浴槽付きの部屋もあるのかもしれませんが/Foreign,0.174830613,
欲を言えば、客室に浴槽が欲しかったです。/Foreign,0.174830613,
ロビ?のコ?ヒ?サ?ビスと高性能のマッサ?ジチェア?の無料サ?ビスもありがたかったです。/Foreign,0.174830613,
リニュ?アルされた客室は快適そのもの。/Foreign,0.174830613,
エレベ?タ?が左右連動されていたら便利かと。/Foreign,0.174830613,
바랄게/Verb,0.174787305,
같은걸/Adjective,0.174726919,
버십시/Noun,0.174710418,
낮지/Adjective,0.174710418,
처우/Noun,0.174709953,
티니/Noun,0.1746534,
짰고/Verb,0.174652049,
彦洲?から近い（出口から徒?/Foreign,0.174608929,
周?に?食店が無いことはないが、少ない。/Foreign,0.174608929,
分）ですが、急行が止まらない?です。/Foreign,0.174608929,
個人的には繁華街にあるホテルが好きなので、立地で言えば隣の?の新論峴エリアが便利かも。/Foreign,0.174608929,
お部屋は綺麗でお?落でした！/Foreign,0.174608929,
없을수/Adjective,0.174588062,
공연장/Noun,0.174586216,
돌아왔다/Verb,0.1745104,
쓰이실/Verb,0.174502304,
ㅋㄲㅋ/KoreanParticle,0.174449873,
덜할듯/Adjective,0.174449481,
그렇더군/Adjective,0.174449481,
높았던/Adjective,0.174423193,
좋겟어요/Adjective,0.174401124,
주신다면/Verb,0.174400607,
?近地鐵站及大街，十分方便/Foreign,0.174373008,
由機場坐機場巴士到酒店約/Foreign,0.174373008,
分鐘左右。在酒店門口下車，酒店一樓有便利店。出酒店門口就是地鐵站。可步行到南浦洞/Foreign,0.174373008,
lotty/Alpha,0.174373008,
소장품/Noun,0.174359441,
飯店櫃?人員會簡單中文，態度?親切，房間超大，有浴缸可以每天泡?，飯店附近有超多好吃?好?的/Foreign,0.174336832,
飯店位置好，櫃?服務人員都?親切，下次入住還是考慮這間～/Foreign,0.174336832,
非常棒的酒店，?施及服?都是非常棒，就是?在比???/Foreign,0.174336832,
景色非常美，地理位置?好/Foreign,0.174336832,
整體來說?棒、櫃?人員態度都?好。若有機會來還會再選擇這裡！/Foreign,0.174336832,
弘大地鐵一出來就到了/Foreign,0.174336832,
路公交可以到新?州/Foreign,0.174306789,
?系?州所有景点的公交站就在酒店?街??，/Foreign,0.174306789,
位置?佳，服??佳/Foreign,0.174306789,
。酒店周??境适合晨?、散步、自行?，??超市和??店在酒店周?。?具??厚薄合适，酒店堂食和客房食物都精致可口分量合适，洗衣服??方便。大堂及博物?藏品?有意思。洗浴用品是彼得?夫，男女皆宜。/Foreign,0.174306789,
700/Number,0.174306789,
버/Noun,0.174269831,
양념치킨/Noun,0.174209784,
아쉬웟으/Noun,0.174209784,
머무신/Verb,0.174209784,
이상해서/Adjective,0.174204198,
딱좋습니다/Adjective,0.174150663,
♡♡♡/Foreign,0.174133761,
동대문역/Noun,0.174129005,
가던/Verb,0.174068117,
끗깨끗/Noun,0.174050933,
^^../Punctuation,0.173955777,
잤었어요/Verb,0.173861882,
랩/Noun,0.173838944,
머무실/Verb,0.173804244,
21년/Number,0.173771278,
唯一、シャワ?とトイレの仕切りでコ?キングがあまいのか、隙間がありトイレ側が水浸しになることがちょっと?念でした。改善してもらえればパ?フェクトですね！/Foreign,0.173752451,
したばかりのホテルでとても綺麗でした！?からも近く、コンビニも近くにありとても?足です。さらに近くの商業施設に河東館（コムタン屋さん）が入っていて超ラッキ?でした！/Foreign,0.173752451,
open/Alpha,0.173752451,
깔끔하면/Adjective,0.173685224,
정중하고/Adjective,0.173680185,
침내/Verb,0.173678951,
예서/Noun,0.173678951,
가고있어요/Verb,0.173678951,
모르는데/Verb,0.173657015,
떨어질지/Verb,0.173657015,
ㅅㄱ/KoreanParticle,0.173552043,
핬는데/Noun,0.17346587,
parking/Alpha,0.173418319,
어떡하나/Adjective,0.173412111,
버터/Noun,0.173316796,
코인/Noun,0.17330305,
쾌적하였음/Adjective,0.173267956,
여기가요/Verb,0.17317882,
꺼라/Verb,0.173156023,
部屋も?くすばらしい！/Foreign,0.173153683,
東大門?近/Foreign,0.173153683,
人宿泊なのにアメニティが/Foreign,0.173153683,
セットしか置いていなかったことは?念でした。/Foreign,0.173153683,
しいていうならメイクするのデスク鏡などがあると良いと思いました/Foreign,0.173153683,
樓下的???好喝！最後老?還?我們影相作留念，相片印出每人發送！＠＠/Foreign,0.173138764,
旺中帶靜，有機會要再選擇這間！！/Foreign,0.173138764,
方便，近地鐵站！近弘大商圈！有/Foreign,0.173138764,
只是早餐有些簡單，不過可以選擇自己出外食！/Foreign,0.173138764,
前台的員工?耐心解答我們的問題！/Foreign,0.173138764,
個韓國製式的?頭，可以打開兩個行李箱，房間乾淨?光猛，酒店隔離大廈有?換店，有小超市可以買到零食！/Foreign,0.173138764,
점외/Noun,0.173128118,
동대문시장/Noun,0.173073103,
드렸던건데/Verb,0.17306825,
박하는/Adjective,0.173026245,
쓴이는/Verb,0.173015287,
閉店ギリギリまでお買い物しても、ホテルがその上にあるの??でした。室?は?潔で?かでしたし、フロントの方も日本語が上手で全く心配ありません。/Foreign,0.173004859,
娘と/Foreign,0.173004859,
大好きな娘のは、/Foreign,0.173004859,
人で韓?旅行で利用しました。明洞?からすぐ近くにあるので、ショッピングした荷物を一旦ホテルに置いて、また、ショッピングの?きを?しめて便利でした。それに/Foreign,0.173004859,
ショッピングやアクセスに便利なホテルです/Foreign,0.173004859,
지엄/Noun,0.173000003,
，告知旅遊景點，?棒！/Foreign,0.172979278,
?不錯/Foreign,0.172979278,
分鐘距離，老??貼心會請?加入可聯絡/Foreign,0.172979278,
位置在西面熱鬧區域，離地鐵站約/Foreign,0.172979278,
가셨답니다/Verb,0.172927899,
갠찮/Noun,0.172914043,
고무/Noun,0.172837684,
켄징턴/Noun,0.17282769,
點多才到，房?直接?我們準備好直接可以進房，房間備品也算?齊全。/Foreign,0.172769931,
號出口非常近，搭機場快線行李不用拖?遠，飛機誤點導致凌晨/Foreign,0.172769931,
位置非常方便！/Foreign,0.172769931,
?言不通打?也???，但是?有洞天的感?，??天?近。老板??情，房?舒服干?。自己做早餐特?/Foreign,0.172717523,
不?的??/Foreign,0.172717523,
규/Noun,0.172717057,
실때/Noun,0.17265626,
번거로웠어요/Adjective,0.172639831,
굿굿숫/Noun,0.172588377,
굿굿굿구/Noun,0.172588377,
보이는구나/Verb,0.172584746,
잠자는/Verb,0.172580766,
~~~!/Punctuation,0.172573234,
봄/Verb,0.172572847,
미그/Noun,0.172550522,
"......,./Punctuation",0.172541888,
離南大門?近的優質飯店/Foreign,0.172516838,
?南大門?方便/Foreign,0.172516838,
打掃?撤底/Foreign,0.172516838,
下次還會入住的/Foreign,0.172516838,
치타/Noun,0.172507836,
하여튼/Noun,0.172490878,
週間前に?在し、/Foreign,0.172465499,
度目の?在でしたが、スタッフの皆さんが?えていてくれて、とても嬉しかったです！/Foreign,0.172465499,
度目の?在だったのですが、スタッフの皆さんが?えていてくれた事がとても嬉しく、また、皆さんとても親切なので、次回もまたこのホテルに泊まりたい！と思いました！/Foreign,0.172465499,
もう少し値段が安ければ、なおｇｏｏｄ！なのですが???/Foreign,0.172465499,
적절한것/Adjective,0.172445149,
장단/Noun,0.172445149,
없어진/Verb,0.172400108,
상임/Noun,0.17239837,
살아이에게/Verb,0.17239837,
붙이려/Verb,0.17239837,
반동/Noun,0.17239837,
강화유리/Noun,0.17239837,
?/Foreign,0.1723019,
이뻤고/Adjective,0.172295501,
열악해요/Adjective,0.172285718,
국수/Noun,0.172263956,
質高/Foreign,0.172253477,
房間乾淨舒服大間，/Foreign,0.172253477,
?行李箱打開都不是問題，隔音不錯床好睡，飯店旁/Foreign,0.172253477,
分鐘到光復街，住三?每天一覺到天亮。/Foreign,0.172253477,
便利商店，/Foreign,0.172253477,
그땐/Noun,0.172241174,
묵으셨는데/Verb,0.172224688,
지내는건/Verb,0.172216709,
後面，適合?上去東大門?街的朋友入住。/Foreign,0.17215458,
채워주시고/Verb,0.172142064,
西面?にも近く、便利！/Foreign,0.172130406,
朝食もパンにご飯におかずに、お腹いっぱいになります。/Foreign,0.172130406,
何より良かったのは、スタッフの??の良さがピカイチ！また宿泊したいと思うホテルです。/Foreign,0.172130406,
ホテルも?潔で、部屋も綺麗。/Foreign,0.172130406,
대용/Noun,0.172125809,
편히잘/Adjective,0.172120273,
놀랠/Adjective,0.172103245,
친절하신건/Adjective,0.172092817,
해주시어/Verb,0.172040637,
쓰더라도/Verb,0.171996276,
낮은데/Adjective,0.171988503,
자금/Noun,0.171972436,
매너티/Noun,0.171955322,
올리려면/Verb,0.171955154,
넌다/Noun,0.171955154,
會再來的/Foreign,0.171953721,
지하상가/Noun,0.171948578,
，而且附近有?肉，紫菜包飯等等的！/Foreign,0.171944117,
，環境乾淨/Foreign,0.171944117,
酒店門口?多蚊子之類的東西一到早上就在指定位置飛，?奇怪。酒店房間設計?好，只是洗手間門是透明的，有一點不方便。房間有電腦可用，?體貼。/Foreign,0.171944117,
們有?忙訂炸?，而且他們?親切?我們解答各種問題。地理位置也?方便，地鐵出口走兩分鐘便到，而且附近有便利店，走遠一點點有/Foreign,0.171944117,
位置非常方便，/Foreign,0.171944117,
충분해서/Adjective,0.171893542,
소파/Noun,0.171875138,
애영/Noun,0.171857975,
좋은만큼/Adjective,0.171842732,
감사합/Verb,0.171783636,
交通の便がとてもよい/Foreign,0.171759957,
で、江南にもソウル市中心部にも地下?１本。値段の割に高級感のある部屋も高評?。/Foreign,0.171759957,
작은것도/Adjective,0.17171703,
해주/Verb,0.171678384,
쓰이는/Verb,0.171638473,
스냅/Noun,0.171629531,
찬음/Verb,0.171626571,
잊니다/Verb,0.171577866,
셨/Noun,0.171543721,
해야하고/Verb,0.171525541,
지냈던거/Verb,0.171471482,
아쉬웠다는/Adjective,0.171471381,
立地?件は?群。不便なし！/Foreign,0.171457587,
宿泊費がお安い。/Foreign,0.171457587,
室??潔感あり。/Foreign,0.171457587,
フロントの??は親切でわかりやすい。/Foreign,0.171457587,
ぜひ、また利用したいと思います。/Foreign,0.171457587,
この度は、良い宿泊先を紹介していただき/Foreign,0.171457587,
개/Suffix,0.171448232,
14000/Number,0.171413729,
예쁘구/Adjective,0.171401287,
옮기면서/Verb,0.171394426,
１０月２３日現在で仁川?ソウル間の高速リムジンは時刻表通りに運行しておりませんので注意が必要です。/Foreign,0.171315872,
東大門へ買付けに利用しておりますが問屋街までは少し距離がありま日。/Foreign,0.171315872,
地下?は４?線で/Foreign,0.171315872,
ホテル１階には日本語を話せるコンシェルジェがいますので朝早い便などの時にはタクシ?の予約もしてもらえます。/Foreign,0.171315872,
を?切ってエスカレ?タ?で上がればミリオレの前に出られますので?ですね。/Foreign,0.171315872,
あとトイレはウォッシュレットですので辛い物を食べ過ぎても安心ですよ。/Foreign,0.171315872,
이뻐오/Adjective,0.171304228,
짓게/Verb,0.171221281,
호캉스호캉스/Noun,0.171191547,
평전/Noun,0.171191547,
되었는지는/Verb,0.171191547,
느끼지못하며/Verb,0.171191547,
무지무지/Adverb,0.171191275,
도구/Noun,0.171172086,
딱딱하다/Adjective,0.171171792,
힙지/Noun,0.171168451,
하고자/Verb,0.171160836,
˙☆/Foreign,0.1711478,
?/Foreign,0.171137413,
モ?ルに近く、/Foreign,0.171137413,
bongeusa/Alpha,0.171137413,
켜진다/Verb,0.17111714,
민감하여/Adjective,0.17111714,
하실거/Verb,0.171101973,
더했습니다/Adjective,0.17104392,
챙겨주시는/Verb,0.171039884,
business/Alpha,0.170969365,
초등생/Noun,0.170922912,
",.../Punctuation",0.17090696,
.~~^^/Punctuation,0.170895204,
불편할수도/Adjective,0.170862112,
숨길수/Verb,0.170848754,
어버버/Adverb,0.170824026,
이배/Noun,0.170681452,
階は小さ目ながらも窓はありました。/Foreign,0.170668658,
直ぐ近くに釜田市場があり食堂も?山あり庶民的で面白い地?なので?に入っています。/Foreign,0.170668658,
久しぶりに改?後初めて泊まりました。御掃除は以前よりずっと完璧になり空調も良くタバコ臭は?にならない快適さ、窓無しの部屋も有るようですが/Foreign,0.170668658,
リニュ?アルして良くなりました。/Foreign,0.170668658,
변쪽운/Noun,0.170628682,
드시려면/Verb,0.170600742,
굿굿둣둣/Noun,0.170585153,
回目の宿泊になりますが、明洞?から近くてどこに行くのにも最高の場所です。/Foreign,0.170584884,
スタッフも日本語が出?ますし、朝食を近くで買ってきたのですが、皆が朝食を食べてるところで食べさせてくれました。しかも、コ?ヒ?を?んでいいですよ！と言われ、とても親切にしていただきました。/Foreign,0.170584884,
コンセントは日本のがそのまま使えますし、荷物の重量計もロビ?にあるので助かります。/Foreign,0.170584884,
また金額があえば、絶?泊まりたいホテルです。/Foreign,0.170584884,
깨끗햇습니/Noun,0.170579118,
후애/Noun,0.170558235,
좋았스비/Noun,0.170558235,
보증금/Noun,0.170529542,
황/Noun,0.170486538,
房間?小但是?舒服，酒店沒有附設自助洗衣機，這點?可惜，附近餐廳?多，吃東西非常方便。/Foreign,0.170449848,
價格偏高但非常喜歡～～/Foreign,0.170449848,
survey/Alpha,0.170449848,
더했으면/Adjective,0.170431598,
고급스러워/Adjective,0.170147128,
만족스러웠구요/Adjective,0.170104116,
빼내며/Verb,0.170072118,
보수하듯이/Verb,0.170072118,
時間遊べて便利。/Foreign,0.170030678,
時間?業のコンビニがあり大?便利です。/Foreign,0.170030678,
文句なしの素晴らしいホテル/Foreign,0.170030678,
ミラク☆/Foreign,0.170030678,
ホテル周?もご飯に買い物なんでもあって/Foreign,0.170030678,
ホテルの立地?件もよく、客室もきれいで?潔です。ホテル?に/Foreign,0.170030678,
また次回も利用したいです。/Foreign,0.170030678,
いつも韓?の時は泊まります。一?に行く人や人?で部屋のタイプも選べるし便利。/Foreign,0.170030678,
에일/Noun,0.170027977,
퇴짜/Noun,0.170014887,
조용했던거/Adjective,0.170014887,
었는데/Foreign,0.170014887,
언짢았지만/Adjective,0.170014887,
떼우다/Verb,0.170014887,
구포/Noun,0.170014887,
고쳐주셔소/Verb,0.170014887,
논/Noun,0.170012642,
추웠지만/Adjective,0.170007524,
깔끔한건/Adjective,0.169902493,
깨끗함에/Adjective,0.169871826,
어려웠던/Adjective,0.169853712,
다양/Noun,0.169796018,
잤는데도/Verb,0.169775958,
강변/Noun,0.169754269,
돌아다녀서/Verb,0.169744623,
부은/Adjective,0.169722694,
"
/Foreign",0.169722074,
앗어요/Verb,0.169705114,
눈부셨습니다/Adjective,0.169701103,
꺠끗/Noun,0.169662854,
服務人員態度也非常好/Foreign,0.169659505,
好買好?/Foreign,0.169659505,
밝게/Verb,0.169560303,
빌리지밖에/Verb,0.16947282,
?/Foreign,0.169472598,
수월하게/Adjective,0.169444634,
"5,000/Number",0.169440576,
부족했던것/Adjective,0.169435602,
강화/Noun,0.169367786,
街中にあるせいかお部屋は?く無いけれど/Foreign,0.169361738,
是非また泊まりたいと思うし、人にも薦めたい。/Foreign,0.169361738,
日本では何件もある有名なホテルらしく、ちょっと風?わりで個性的な印象。/Foreign,0.169361738,
人には十分な?さと?潔なリネン。ベッドは?心地が最高で、どんなに疲れていても翌朝は?持ちよく起きられる。/Foreign,0.169361738,
人くらいいれば良い方だと思うが、?ったスタッフ全員にそう感じるのは?育レベルの高さと人材に?まれている?社なのだと思う。/Foreign,0.169361738,
とにかくスタッフが皆、綺麗で?やかな日本語を話し、笑顔、親切、もてなし、客の意を汲もうと努め、日系の良さを十分に活かしている。/Foreign,0.169361738,
とにかくスタッフがみんな素晴らしい/Foreign,0.169361738,
좋고가/Adjective,0.169329204,
!!??/Punctuation,0.169320485,
시끄러울줄/Adjective,0.169317948,
이월/Noun,0.169305602,
미흡하네요/Adjective,0.169260418,
깔끔햇슺니/Noun,0.169256466,
時よりも早く着いてしまったが、/Foreign,0.169215801,
時まで入れなかったのが?念だった！その他は言うことなし！全てが良かった！是非宿泊したいと思う！/Foreign,0.169215801,
以前よりもずっと良かった！/Foreign,0.169215801,
チェックインの時間の/Foreign,0.169215801,
다양해요/Adjective,0.169209708,
가버린/Verb,0.169190268,
커여/Verb,0.169185288,
앗음/Verb,0.169185288,
행복해하셔서/Adjective,0.16913579,
엽/Noun,0.169124924,
대못/Noun,0.169119315,
이득/Noun,0.169112042,
크림브륄레/Noun,0.169072597,
立地最高ひとり旅には丁度いいホステル/Foreign,0.169060495,
移動にも便利だと思います。/Foreign,0.169060495,
無料ポケット/Foreign,0.169060495,
弘大?からすぐですが、立地的には/Foreign,0.169060495,
場所がわかりやすくめちゃくちゃ迷子になりましたが/Foreign,0.169060495,
?線と空港?道の間ぐらいなので/Foreign,0.169060495,
初めてのサ?ビスでした。/Foreign,0.169060495,
一階のカフェを探す方がわかりやすかったです。/Foreign,0.169060495,
の貸し出しは渡韓?が?十回越えてても/Foreign,0.169060495,
방퇴/Noun,0.169038807,
들렸러/Verb,0.169038807,
들려왔지만/Verb,0.169038807,
깨끗하고다만/Adjective,0.16898419,
소금강/Noun,0.168983733,
놀다와/Verb,0.1689828,
나쁴지않/Noun,0.168968597,
둘러보는데/Verb,0.168911481,
힙니/Noun,0.168887164,
장개/Noun,0.168887164,
온줄도/Verb,0.168874943,
가능한것/Adjective,0.168865399,
사라졌어요/Verb,0.168826359,
알바생/Noun,0.168730685,
깔아놓은/Verb,0.168701197,
빌려야/Verb,0.168623969,
해주시더군요/Verb,0.168564255,
하하호호/Noun,0.168563948,
맞나싶/Verb,0.168563948,
노는건/Verb,0.168563948,
조용조/Noun,0.168534845,
뜰/Noun,0.168520118,
같던데/Adjective,0.168483913,
만족하셨다하세요/Adjective,0.168478206,
열으니/Verb,0.168459431,
민감하면/Adjective,0.168452886,
냉장/Noun,0.168447648,
싱/Noun,0.168425687,
취했음/Noun,0.168412419,
..!!/Punctuation,0.168402838,
몽/Noun,0.168332447,
?からも近く、明洞の中なのですぐに荷物を置きに?れます/Foreign,0.168278967,
リッチが最高/Foreign,0.168278967,
ホテルの人も優しくて親切でした！/Foreign,0.168278967,
シャンプ?もコンディショナ?も?ブラシも聞いてくてました！/Foreign,0.168278967,
들어오는듯/Verb,0.16825928,
，蠻方便的位置！/Foreign,0.168237207,
雖然房間設備比較簡單，但服務人員態度?親切友善！掛了不用打掃的牌子，也會將備品放在門前，回來看到時覺得?窩心！離鬧區步行大?/Foreign,0.168237207,
服務良好/Foreign,0.168237207,
分鐘，但前方?旁邊都有公車站，便利商店?餐廳也都有！計程車到機場不到\/Foreign,0.168237207,
떨어지지/Verb,0.168171117,
덥다는/Adjective,0.168159986,
많다는/Adjective,0.168117126,
싫었지만/Adjective,0.168086169,
안좋앗어서/Adjective,0.168039493,
服務人員有善/Foreign,0.168035195,
早餐亦/Foreign,0.168035195,
房間能?觀望美麗?境觀/Foreign,0.168035195,
房間尺寸大及舒適/Foreign,0.168035195,
房間尺寸大/Foreign,0.168035195,
往返機場方便/Foreign,0.168035195,
쾌적하네요/Adjective,0.168028356,
담았으면/Verb,0.168025586,
글씨/Noun,0.168017359,
함함함/Noun,0.168014139,
함함/Noun,0.168014139,
함람/Verb,0.168014139,
이뤄지는/Verb,0.168013264,
깨끗함과/Adjective,0.168011012,
탁월함/Adjective,0.167947657,
만족하기는/Adjective,0.167896942,
브라운/Noun,0.167867668,
어로/Noun,0.167839139,
거리이며/Foreign,0.167839139,
기다려라/Verb,0.167815751,
베키/Noun,0.167809009,
덕투어/Noun,0.167806575,
신선했습니다/Adjective,0.16777861,
?棒。?得再去/Foreign,0.167770229,
예산/Noun,0.167722486,
추웠네요/Adjective,0.167720818,
널직/Noun,0.167701166,
먹는다면/Verb,0.167650037,
접촉/Noun,0.167600377,
잊어버린/Verb,0.167596599,
저렴하고잘/Adjective,0.167593273,
커피믹스/Noun,0.167559141,
飯店位於帆內谷站/Foreign,0.167543002,
號出口，步行不用/Foreign,0.167543002,
號出口，大約/Foreign,0.167543002,
方便，舒服的酒店！/Foreign,0.167543002,
分鐘，離西面站不遠，到南浦洞商圈或海雲台都?方便，接待人員親切，床?好睡，歐式早餐也好吃，非常推薦/Foreign,0.167543002,
分鐘！/Foreign,0.167543002,
位置明洞正中心！十分方便！一出就係明洞大街，住過沒法選擇其他喇！員工態度不錯，英語不錯！近明洞/Foreign,0.167543002,
交通方便，飯店位置?讚/Foreign,0.167543002,
작전/Noun,0.16753087,
아쉽다고/Adjective,0.167489623,
품질이었어요/Verb,0.16747781,
안산/Noun,0.167469263,
미쳤으나/Adjective,0.167469263,
꼬불꼬불/Adverb,0.167456547,
만가/Noun,0.167396589,
왔었던/Verb,0.167394655,
언어/Noun,0.167390466,
줄길/Verb,0.167366867,
아쥬/Noun,0.167344672,
참으로/Noun,0.167342054,
순복음교회/Noun,0.167331835,
페스티벌/Noun,0.167323514,
算是?不錯的住宿經驗/Foreign,0.167290371,
牙膏（?飯店的長得非常不一樣）給?了，實在是件不可思議的一件事，不過反應給櫃台，人員有說要買新的補償，我們覺得不需要，但櫃台人員仍然送上??券給我們，態度其實都挺好的！我想應該是個案?～其他天的房務整理就都滿不錯的！下次還會想再利用！/Foreign,0.167290371,
整體環境都?不錯，還有大浴場可以利用！距離地鐵站也不遠，飯店四週覓食及購物都?方便！/Foreign,0.167290371,
房務人員整理房間竟然把我們/Foreign,0.167290371,
唯一小小?曲想來還是?有趣/Foreign,0.167290371,
人放在杯子裡，從家各自帶去的牙刷/Foreign,0.167290371,
내다볼수/Verb,0.167284397,
충분해요/Adjective,0.16726636,
좋을거라/Adjective,0.167247542,
마주칠/Verb,0.167223931,
階なので漢江を眺めながらの朝食もおいしくてゆっくりできました。スタッフの方もとても親切だったのでまた泊まりたいです。/Foreign,0.167208291,
?線の最寄?もホテルから/Foreign,0.167208291,
分ほどで地下?移動にも便利でした。お部屋も新しいホテルだけあってきれいで窓も大きくてよかったです。大きな机とは別にドレッサ?スペ?スがあるのもよかったです。ハブラシセットも無料でついてました。難があるのは洗面付近の水回りと壁が薄いのか隣の扉の開け閉めの音がかなり響いてました。。レストランが/Foreign,0.167208291,
まで徒?行ける距離です。/Foreign,0.167208291,
싱크대/Noun,0.167199787,
想像以上にいいホテルでした/Foreign,0.167184422,
南大門入口、明洞入口付近までは徒?/Foreign,0.167184422,
初めての宿泊でした。いつも泊まっているホテルの半額ぐらいだったので、?はすごく不安でした。入口に着いた瞬間その不安はなくなりました。チェックイン前、チェックアウト後にも快く荷物を預かってくださり、タクシ?の手配も親切にやってもらいました。どのスタッフにお願いしても?持ちよく??していただけました。お部屋のお掃除のスタッフさんまで親切でした。トリプルの部屋に泊まったのですが、?さも十分でした。バスル?ムにトイレがありますが、濡れることがないくらいの?さがありました。シャワ?の水が弱かったのだけが?念でした。/Foreign,0.167184422,
分で行けます。/Foreign,0.167184422,
分ぐらいなので、便利でした。市??も/Foreign,0.167184422,
また利用したいと思うホテルでした。/Foreign,0.167184422,
쳤어요/Verb,0.167148717,
있다는것만/Adjective,0.167145223,
다가/Noun,0.167136131,
장님/Noun,0.167092326,
號走路/Foreign,0.167079462,
方便，凡內谷出口/Foreign,0.167079462,
床好睡，衛浴設備不錯，地理位置也?方便附近?多便利超商/Foreign,0.167079462,
멀었어요/Adjective,0.167078486,
했슴돠/Noun,0.166989809,
개척/Noun,0.166989809,
非常によかったので、/Foreign,0.166976448,
回目利用です。/Foreign,0.166976448,
回目も予約?みです。/Foreign,0.166976448,
깨끗뷰/Noun,0.166920801,
탄/Verb,0.166838899,
옮겼습니다/Verb,0.166824783,
맞추면/Verb,0.166816015,
헷/Noun,0.166813067,
받아사/Verb,0.16681274,
할매/Verb,0.166777572,
廣場，飯店櫃?人員親切且熱心?忙，房間?浴室空間都?大，但沒有乾濕分離，隔音稍弱但可以接受。/Foreign,0.166769301,
地點?近?腸街、??街?/Foreign,0.166769301,
下次?對會再入住！/Foreign,0.166769301,
룸박/Noun,0.166760735,
구관/Noun,0.166751195,
딱딱하지만/Adjective,0.166735961,
편인것/Verb,0.166727419,
이었으며/Verb,0.166709991,
있다면인/Adjective,0.166689532,
즇음/Noun,0.16667375,
쉬어/Verb,0.166636685,
내리든/Verb,0.166582868,
이태원/Noun,0.166567345,
세우기도/Verb,0.166547414,
서부터는/Verb,0.166547414,
내릴려니/Verb,0.166547414,
쫄랑쫄/Noun,0.166545799,
따려면/Verb,0.166545799,
낼려고/Verb,0.166545799,
게쉬/Noun,0.166536833,
飯店位置在鬧區，距離樂天百貨/Foreign,0.166414028,
推薦給單獨女性以外的旅客/Foreign,0.166414028,
分鐘?程，西面捷運站/Foreign,0.166414028,
分鐘左右，?方便；房間乾淨，設備沒有陳舊的感覺；工作人員友善，前臺主動詢問是否需要地圖；早餐菜色不多，多?韓式；房間門只有一個鎖，沒有安全掛鍊，有些沒安全感，故較不推薦給單身女性旅客。/Foreign,0.166414028,
동일하고/Adjective,0.166371632,
南浦洞の街に近く、?も近くて立地がよかった！/Foreign,0.166335459,
人?分のタオルや?料水が用意されているのも良かった！！/Foreign,0.166335459,
コ?ヒ?などがフリ?で?めるのも良かった！/Foreign,0.166335459,
지원이/Noun,0.166333696,
아이스크림/Noun,0.166326843,
삶/Noun,0.166316363,
불편함도/Adjective,0.166291491,
박했습니다/Foreign,0.166256775,
운동장역/Noun,0.166250905,
소형/Noun,0.16624349,
피기/Noun,0.166220631,
진달래/Noun,0.166220631,
2020.5/Number,0.166220631,
보냅니다/Verb,0.166219269,
일본/Noun,0.166216998,
쿰쿰해요/Adjective,0.16621076,
더러운데/Adjective,0.16621076,
꼬오오옥/Adverb,0.16621076,
갈지/Verb,0.166208254,
房間乾淨、新裝格局，地點好方便，附近是/Foreign,0.166206401,
!!^^/Punctuation,0.166187777,
좋앗오/Adjective,0.166170364,
전첫방문땐/Foreign,0.166161598,
천/Noun,0.166154685,
일각/Noun,0.166110814,
만족하여/Adjective,0.166033211,
菜一湯和一切片?果與。若吃土司或麵包可抹?油與果醬，配牛?、??、果汁。/Foreign,0.1660302,
確認函會一?提供前往旅舍的所有交通途徑方法與地圖，十分詳細與周到，可讓旅客輕?安心的抵達入住。入住時會提供附近地圖?標示重要交通站體與著名美食店家所在，方便走訪體驗。可寄存行李。/Foreign,0.1660302,
浴室寬大有浴缸可泡?與淋浴/Foreign,0.1660302,
樓餐廳提供早餐有家的風味，若吃稀飯或飯有/Foreign,0.1660302,
唯沒有浴簾淋浴須小心避免噴?。房間大小也適中，不至於窄小逼迫。服務人員接觸接待基本就受限於窄小的接待處，有提供代叫外送炸?，可指定橋村炸?。刮?刀與刮?膏要到入住的第二天才會提供，若每一或兩天須刮?子的男仕，可能出門要記得自備，避免臨時要外購的不便。沒有提供浴帽，女仕須要自備。沒有提供?棄式疏子，只有陳年舊梳子，若不敢用就最好自帶。/Foreign,0.1660302,
조해/Noun,0.165992005,
햄거거/Noun,0.165978291,
해왔습니다/Verb,0.165978291,
2015년/Number,0.165978291,
들어주시고/Verb,0.16592726,
짐풀/Noun,0.165926216,
?からも近く、とても良いホテルだったのでまた釜山行く時は利用したいです。ありがとうございました。/Foreign,0.165924592,
安心できるホテル/Foreign,0.165924592,
